HaloOrigID,Snapshot,HaloID,last_T_coll,mean_T_coll,last_V_coll,mean_V_coll,last_M_Crit500_coll,mean_M_Crit500_coll,last_Subcluster_mass,mean_Subcluster_mass,last_Mass_ratio,mean_Mass_ratio,last_d_peri,mean_d_peri,Normalized_Filename,halo_index,centralCoolingTime,centralNumDens,slopeNumDens,concentrationPhys,concentrationScaled,centralEntropy,bcg_subhaloID,bcg_SubhaloBHMass,bcg_SubhaloBHMdot,bcg_SubhaloSFR,bcg_SubhaloSFRinHalfRad,bcg_SubhaloMass,bcg_StellarMass,bcg_mass_ratio,Group_M_Crit500,Group_R_Crit500,GroupGasMetallicity,GroupStarMetallicity,GroupSFR,GroupVel_x,GroupVel_y,GroupVel_z,GroupVel_magnitude,GroupBHMass,GroupBHMdot,Offset_x,Offset_y,Offset_z,Offset_magnitude,GasMetalFrac_H,GasMetalFrac_He,GasMetalFrac_C,GasMetalFrac_N,GasMetalFrac_O,GasMetalFrac_Ne,GasMetalFrac_Mg,GasMetalFrac_Si,GasMetalFrac_Fe,GasMetalFrac_total,redshift,lookback_time_Gyr,GroupGasMass
0,99,0,12.258119134680271,9.48895743621403,3.4166223031957164,3.43503721049156,11.147574826542664,9.483929142090748,0.459401935338974,0.6291836445981805,0.0334920998733994,0.1840837639025919,3.092953044063394,2.7264519045688744,snap_099_halo_0,0,4.384300055337433,0.0048738657496869,0.7105468511581421,0.0294923391193151,0.0690816044807434,98.25321197509766,0,2.219136476516724,0.0161954350769519,0.008925937116146,0.0,15.41390613777082,13.069289577492643,2.776934024092607,15.125796488517851,3.2332874130439206,-2.6623320864187567,-1.6586527726236786,82.12214660644531,-200.3787841796875,-212.0936279296875,403.3397216796875,497.8135070800781,10.37747573852539,0.0463124886155128,-0.3596173822879791,-1.2558975219726562,0.5970258116722107,1.43632972240448,-0.1218011902562263,-0.6154925245666522,-3.638663857298005,-4.131264051990867,-2.957256565546532,-3.444221862304045,-3.976930601765285,-4.004823661920655,-3.8681963617234456,-4.157789753165396,0.0,0.0,14.804062435476585
0,91,0,12.258119134680271,9.48895743621403,3.4166223031957164,3.43503721049156,11.147574826542664,9.483929142090748,0.459401935338974,0.6291836445981805,0.0334920998733994,0.1840837639025919,3.092953044063394,2.7264519045688744,snap_091_halo_0,0,0.9182148015274928,0.0304695069789886,1.8456958532333367,0.0471204593777656,0.0993629768490791,27.42021179199219,0,2.0151073932647705,0.0145397139713168,0.6133285164833069,0.0,15.298830252029322,13.013329908328126,2.336578177163544,15.05257938310303,3.2360180990898324,-2.640357791741108,-1.6610358757217578,214.65919494628903,-231.7153167724609,-252.8926086425781,313.6956481933594,464.81353759765625,9.220282554626465,0.0763327628374099,0.1958010345697403,-1.2730482816696167,0.6678694486618042,1.4508754014968872,-0.1219360828606794,-0.6152745542603543,-3.6155889787562296,-4.10848195147202,-2.935026668734254,-3.4217287238621643,-3.9545763950721295,-3.983722571517796,-3.85022067749836,-4.138649090237215,0.0994018026302219,1.3363544947910402,14.712265671562989
0,84,0,10.883070830410528,9.212041266367406,3.411169523434926,3.436836441831405,10.529028731178034,9.317564573645557,0.1646287590265274,0.6461618155241012,0.0141734806321939,0.1991429303055112,3.001271543541532,2.6647004318908114,snap_084_halo_0,0,0.9424958848724748,0.009319151751697,1.5130738019943235,0.1331827044486999,0.2124578952789306,28.554950714111328,0,1.9576253890991209,0.0062357420101761,0.2047936618328094,0.0,15.224681822914462,12.97008691039808,58.57828142535284,15.020934636933651,3.247575735505811,-2.6262907108150384,-1.6437641801948295,70.253173828125,69.45185852050781,-420.044921875,485.8207702636719,645.9745483398438,4.237561225891113,0.0584156699478626,0.0192915573716163,-0.0844706669449806,0.1118884161114692,0.1415149271488189,-0.1220300800670554,-0.6151168702652364,-3.5972227733657696,-4.091379720321402,-2.921948119200899,-3.407065806817968,-3.940674617426676,-3.971070926585159,-3.836724215509316,-4.126205536225639,0.1972841823760098,2.4803504344001723,14.397820934418723
0,78,0,10.003585658215288,8.813610165257082,3.533259662302676,3.425503244937349,9.544826150538826,9.01810698823166,0.4043988585472107,0.765878351405263,0.0316470382229897,0.245164138931213,2.743318435637986,2.593992443553657,snap_078_halo_0,0,2.463892374235503,0.0053848857060074,-1.1328577995300293,0.0384442098438739,0.093847744166851,62.84722137451172,0,1.0422359704971311,0.080239325761795,142.33824157714844,142.2645721435547,15.197160904129332,12.906090652436689,39.01409595767284,14.99212030962188,3.2567304858563717,-2.6203810553806157,-1.642817575852504,305.76666259765625,59.16960525512695,-343.3998107910156,430.7589416503906,554.0557250976561,4.106898307800293,0.1116997003555297,0.0299110207706689,-0.2233237028121948,0.4946940541267395,0.543590247631073,-0.1220714631133534,-0.6150459978208176,-3.591053285450496,-4.086391944341068,-2.9152824528513848,-3.4004553722607267,-3.9339860839946175,-3.9661311589365673,-3.836769304112027,-4.124270888085815,0.2977176845174465,3.5041469295096928,14.361828712455637
0,72,0,9.05725531371842,8.190234693416224,3.566986654056695,3.358349286133961,10.624001236344847,8.728805104997047,0.3781782686710357,1.0636836379766463,0.1196633921948152,0.3685409832871434,1.9795760412864016,2.533117337642884,snap_072_halo_0,0,0.1261719931799574,0.0383010506629943,0.1762905120849609,0.098870038986206,0.1274702399969101,5.7790117263793945,0,0.9115239977836608,0.1473319977521896,680.9473876953125,678.982177734375,15.137250461735588,12.805165863153336,50.854198484910434,15.002209040166653,3.275808846667302,-2.634167095657,-1.635360873152684,976.0851440429688,24.30261039733887,-285.8861999511719,431.7244873046875,518.3701171875,3.3927783966064453,0.1669569164514541,0.0161828119307756,-0.2639362812042236,0.2927573323249817,0.3945010602474212,-0.1219944259236008,-0.6151517639220198,-3.606459027026677,-4.098129563335062,-2.9288051388094685,-3.415668069041803,-3.948265160415181,-3.97896457402356,-3.8486642189357294,-4.135788971859525,0.3999269646135635,4.4136080755458025,14.305917908164846
0,67,0,5.426604343895577,5.426604343895577,3.21151614058661,3.21151614058661,2.6103893332964274,2.6103893332964274,0.4282375872135162,0.4282375872135162,0.5902882092209434,0.5902882092209434,2.1010786748595263,2.1010786748595263,snap_067_halo_0,0,0.1003757254950055,0.0184556283056736,0.3050536513328552,0.0529189556837081,0.0788257792592048,5.751894950866699,0,0.7146594524383545,0.0108909690752625,1.1136418581008911,0.0,15.06502920650515,12.750038455165608,26.880595728957672,14.95214188871815,3.272184621478619,-2.6328051062697617,-1.6293828780014674,106.77072143554688,42.2814826965332,-255.8524932861328,368.81494140625,450.8577270507813,2.9868476390838623,0.0582372173666954,-0.0060392958112061,0.1330863535404205,-0.3380773067474365,0.363379567861557,-0.1220096128595375,-0.6151174838144969,-3.603450836077999,-4.094907238334312,-2.927554366107181,-3.414447495825838,-3.946953429201834,-3.978121969465593,-3.848906751129416,-4.135584434396653,0.5030475232448832,5.216148812339852,14.252437965688786
0,59,0,5.426604343895577,5.426604343895577,3.21151614058661,3.21151614058661,2.6103893332964274,2.6103893332964274,0.4282375872135162,0.4282375872135162,0.5902882092209434,0.5902882092209434,2.1010786748595263,2.1010786748595263,snap_059_halo_0,0,0.2423018139080669,0.0055266986601054,0.3278738260269165,0.164019837975502,0.2111365050077438,14.163572311401367,0,0.2581618726253509,3.672943785204552e-05,40.63340759277344,8.51793098449707,14.718648760249284,12.422048412091312,1.5148135882409268,14.505302303618937,3.142190806840598,-2.606041867061606,-1.6212809041039111,268.78472900390625,32.81245803833008,-195.09754943847656,321.8321533203125,377.7772521972656,2.652973175048828,0.0724936351180076,-0.1373628228902816,-1.4803329706192017,0.6246001720428467,1.6125692129135132,-0.1221913830718094,-0.6148170017901131,-3.5745285694832423,-4.067306220330901,-2.900328591215384,-3.3865870754220277,-3.91941884065388,-3.953125770176786,-3.829811590283699,-4.114349490735105,0.7001063537185233,6.488577278731668,14.165955184426902
0,50,0,5.426604343895577,5.426604343895577,3.21151614058661,3.21151614058661,2.6103893332964274,2.6103893332964274,0.4282375872135162,0.4282375872135162,0.5902882092209434,0.5902882092209434,2.1010786748595263,2.1010786748595263,snap_050_halo_0,0,0.0033667759072308,0.9814081788063048,0.1720539629459381,0.7370020151138306,0.27564936876297,0.6062196493148804,0,0.397105485200882,0.0023214200045913,94.63114166259766,0.0,14.661141663061835,12.57487852605998,32.53694088088841,14.647979415810331,3.2082341046983385,-2.561429775018903,-1.6172981833127476,376.5917663574219,-406.4049987792969,39.72669982910156,33.957794189453125,409.7515563964844,1.3747979402542114,0.0707508102059364,0.013837719336152,0.1111016049981117,-0.0878245308995246,0.14229616522789,-0.1225340420902972,-0.6142319413278484,-3.52899600235609,-4.02870133182037,-2.8525175003842933,-3.3385382517662765,-3.8716755821020414,-3.912265051462105,-3.812080469227147,-4.086930102185116,0.9972942257819404,7.9246931232067075,13.822700972328503
1,99,252455,13.586495929933372,8.985751421629413,3.610323880483848,3.4502098968417765,18.209151027826987,8.700284855957753,0.3210421204566955,0.482925764285028,0.0178578338986276,0.1592354468138544,2.5730761059155767,2.628812080415388,snap_099_halo_252455,1,1.3809920118744516,0.0080852573737502,0.6192159056663513,0.0282744485884904,0.0702617168426513,52.80717849731445,138431,0.2134953886270523,1.6172233472389053e-06,0.4182285368442536,0.0,15.517372541407186,13.054143904234694,9.961697678572875,15.27069100736516,3.2815792525425223,-2.6385283638185038,-1.643669480276655,71.83643341064453,-125.0373764038086,288.1634521484375,310.0505676269531,441.3659057617188,8.538347244262695,0.0244803968816995,0.0744425952434539,-0.4494477510452271,-0.0403753370046615,0.4573566913604736,-0.1219622711391844,-0.6152103264739692,-3.614118910373661,-4.103672747254658,-2.934960982022885,-3.42123153955426,-3.954286274705312,-3.980108535071597,-3.8358468098842073,-4.1287737792715165,0.0,0.0,14.729317836030624
1,91,260596,12.373952933479927,8.366109845403232,3.529540697861316,3.426097508635394,14.43613909802185,7.499269318382525,0.4630836248397827,0.5065577785883632,0.0333633388872666,0.1796985706731909,2.91067956874158,2.581528903212506,snap_091_halo_260596,1,0.471394553683515,0.0090288799256086,3.314457654953003,0.0251329056918621,0.0406624302268028,20.87359046936035,145342,1.939731240272522,0.0002206984208896,0.993990421295166,0.0,15.41505837277044,12.987025286498987,5.080130448741418,15.1594510580101,3.2716392635900635,-2.633743687967921,-1.6404522935836965,113.157958984375,-102.45597076416016,297.1708068847656,298.2475891113281,433.3120727539063,7.680863380432129,0.0272197499871253,-0.0795226991176605,-0.9123575687408448,0.0712668523192405,0.9185854196548462,-0.1219954543675094,-0.6151525642681379,-3.60837938156828,-4.097741915603103,-2.929938087370301,-3.4162017950954024,-3.9492358638872473,-3.9760088280635806,-3.834381071936381,-4.126253371729446,0.0994018026302219,1.3363544947910402,14.677919994980948
