centralCoolingTime,centralNumDens,slopeNumDens,concentrationPhys,concentrationScaled,centralEntropy,bcg_SubhaloBHMass,bcg_SubhaloBHMdot,bcg_SubhaloSFR,bcg_SubhaloSFRinHalfRad,bcg_SubhaloMass,bcg_StellarMass,bcg_mass_ratio,Group_M_Crit500,Group_R_Crit500,GroupGasMetallicity,GroupStarMetallicity,GroupSFR,GroupVel_magnitude,GroupBHMass,GroupBHMdot,Offset_magnitude,GasMetalFrac_H,GasMetalFrac_He,GasMetalFrac_total,lookback_time_Gyr,GroupGasMass,last_T_coll,mean_T_coll,last_V_coll,mean_V_coll,last_M_Crit500_coll,mean_M_Crit500_coll,last_Subcluster_mass,mean_Subcluster_mass,last_Mass_ratio,mean_Mass_ratio,last_d_peri,mean_d_peri
0.7622533293052379,-0.45141329802393304,-0.03443394388074669,-0.45821575343614546,-0.7904411300615937,0.23898587540887867,4.824104672065993,0.48045654017433426,-0.07817777994998998,-0.0659951085605372,2.632697657644548,2.3628192438322593,-0.8203748979400346,2.2458652687179277,1.696717785925284,-1.815274109541997,-0.894863687293207,-0.08415100646472003,1.0289501495275855,7.896137198215271,0.6108082451127533,1.5499896015539267,1.7190448574653627,-1.7437114979042683,-1.933034083163681,-1.4473979251458364,3.2437742780586927,1.2942849283202311,0.8751990934964041,0.9684725552517788,1.6640247987212506,2.7446399700742234,3.958753601170234,0.2575359642600342,1.7277683299868816,-0.8857453151158691,-0.6325797407086878,2.0900091473805817,1.5279257832488717
-0.3969256378799135,-0.27064063077376427,1.9320744089313022,-0.20598225238554022,-0.6002779885176305,-0.5930938650259263,4.262920289453946,0.419284552565676,-0.07698063825391922,-0.0659951085605372,2.21966183213144,2.1214804201006667,-0.8298706580481134,1.9833385715599021,1.7281758935358298,-1.21457957728885,-0.9716084107764016,0.16143519118222602,0.8222363878964195,6.852940498645472,1.4725060195799087,1.5748769381518284,1.2245973187944015,-1.2681006336037959,-1.315613016890389,-0.8605483339731093,2.918996807609548,1.2942849283202311,0.8751990934964041,0.9684725552517788,1.6640247987212506,2.7446399700742234,3.958753601170234,0.2575359642600342,1.7277683299868816,-0.8857453151158691,-0.6325797407086878,2.0900091473805817,1.5279257832488717
-0.38880520256083567,-0.4200178662754498,1.3558469349210949,1.0254469110336712,0.10994361966045524,-0.5797640150218689,4.1048153638969955,0.11248743064658469,-0.07778982425923442,-0.0659951085605372,1.9535247745488142,1.9349851385724082,0.38291605941904017,1.8698734100080583,1.8613224230102627,-0.8300385159710731,-0.415396009236405,-0.10614376947788667,1.9570396794985325,2.361073006392094,0.9582162781296872,-0.6654099983376897,0.8800514667590935,-0.9240344051430497,-0.9142208386317578,-0.35817149303775886,1.806489547311288,0.6990080117717609,0.7085434677998633,0.9314652484027004,1.6791777239157402,2.525449528889763,3.862585321499633,-0.517121965075993,1.8278832522979136,-0.9670787392572481,-0.5533826640440608,1.8147830847880042,1.2725479520738572
0.1200024816357441,-0.44780415068144075,-3.2279095462587453,-0.3301271279500859,-0.6349129436458573,-0.17693053915235862,1.5870260490599948,2.8466111262637233,0.20373425044588103,0.21657053980037924,1.8547453879201474,1.658986694510499,-0.03896277608777944,1.7665569768175942,1.9667871731988855,-0.6684907730727155,-0.38491185244171644,0.3302539240422594,1.3812547313571697,2.243281848610432,2.4876736734067864,0.022532020386925897,0.7283623102800606,-0.769390843285304,-0.8518148226104914,0.09142070494638427,1.679148862229861,0.3182670444698727,0.46875687646689657,1.7600751374018977,1.583730806697819,2.176683609127515,3.6894816306554237,0.11298899391611578,2.5338139288933634,-0.8935132192246515,-0.3113543146513644,1.0404129248571916,0.9801297808922412
-0.66181218778157,-0.21532929757601624,-0.9599684344273909,0.534481135154413,-0.4237679745268685,-0.8473144131707684,1.2275012375083594,5.325405462858176,1.2705587292200244,1.2825981243592075,1.63971198738181,1.2237255449244435,0.2163552219308053,1.802731052444194,2.1865741122069777,-1.0453492405196187,-0.14477847875120173,1.5723290202713367,1.1577179716903883,1.5995107438200584,4.0737691161452085,-0.23255629594073254,1.010741385202169,-1.0001723091685786,-1.223354073454254,0.4908034314752652,1.4813361201006048,-0.09141209753490093,0.09359269099858064,1.9889758426738176,1.0181676733047607,2.559104361510824,3.522248519205351,0.044081815476252936,4.289877833479828,-0.5229550877356683,0.33749205171870333,-1.2523267318447646,0.728376229991662
-0.6704393532269108,-0.3554902687390297,-0.7369018692431036,-0.12301396066562441,-0.7292489600011879,-0.8476329556505688,0.6860230003034238,0.2844786502860324,-0.07598966637061252,-0.0659951085605372,1.380492033683551,0.9859760371491935,-0.3006075532530974,1.6232106544249472,2.1448222359115916,-1.0081175755263887,0.04773504919216733,-0.03847811842685132,0.7348163647872135,1.2335687106371058,0.9530940000684318,-0.28580448404632186,0.9550738182195263,-0.9253731686610612,-1.2167563010106648,0.8432328991972192,1.292123780834604,-1.6631697642793009,-1.5696346508659726,-0.4235562867882741,-0.2184446629068941,-0.2806308525232643,-0.014547353695740164,0.17563668940069252,0.542852769202885,1.4584250190268895,1.5036742680891337,-0.8875782139582619,-1.0583519547851006
-0.6229743532236818,-0.44680257757243913,-0.6973686766256917,1.4666827341272666,0.10164545793522026,-0.7488204488150275,-0.5695789384402813,-0.11654022320739472,0.0022872321652299714,-0.049076808698086186,0.13724691209245676,-0.4285557564271778,-0.8475910527156112,0.02102603143365667,0.6472647207550644,-0.27651131950968827,0.3086485392284056,0.26172778311272293,0.27703594572322093,0.9325846193046032,1.3623082316699262,1.851531488617182,0.28879686088800877,-0.26972186573251744,-0.5317799442898733,1.4020098765705318,0.9861472110932248,-1.6631697642793009,-1.5696346508659726,-0.4235562867882741,-0.2184446629068941,-0.2806308525232643,-0.014547353695740164,0.17563668940069252,0.542852769202885,1.4584250190268895,1.5036742680891337,-0.8875782139582619,-1.0583519547851006
-0.7028825061664603,6.445491954361972,-0.9673077434112833,9.665248347492463,0.5067779827252703,-0.9080795293973949,-0.18741290505768424,-0.032130437910502345,0.10924067868428886,-0.0659951085605372,-0.06916028787502558,0.2305589325379702,-0.17863506889573255,0.5326080014041545,1.408098128929029,0.9430154118617602,0.4369068617806175,0.4614901945657393,0.4773248793260351,-0.2196760446556008,1.3122824278775596,-0.6640733171890528,-0.9672164615739305,1.0068791394771683,0.3526882780813886,2.032668881716195,-0.22828813470245554,-1.6631697642793009,-1.5696346508659726,-0.4235562867882741,-0.2184446629068941,-0.2806308525232643,-0.014547353695740164,0.17563668940069252,0.542852769202885,1.4584250190268895,1.5036742680891337,-0.8875782139582619,-1.0583519547851006
-0.24215690905619114,-0.42873241168605986,-0.19265376070786944,-0.47564204665303184,-0.7830301755187958,-0.2948715588693968,-0.6924346257105226,-0.11783747305417777,-0.07736707327008513,-0.0659951085605372,3.0040641795135894,2.2975000769524407,-0.6654438516692236,2.7653979551546835,2.253050465008858,-1.1645699016027782,-0.41234632202814026,-0.1032100486380951,0.6753590345482252,6.238183451170737,-0.01585707845939261,-0.1250116953314259,1.1286044368916381,-1.1279557050879467,-0.9970647487818185,-1.4473979251458364,2.9793274620397443,1.8693571205024215,0.5723561310890054,2.283099960414679,1.7918074668933845,5.24700804678928,3.5057621765212135,-0.10607082330741459,0.8653317112947856,-0.9515672234928932,-0.7632585592309546,0.5293487970955266,1.1241289918974449
-0.546357805725141,-0.4220679501846393,4.476526587537603,-0.5205930880516381,-0.9689099058646927,-0.6699974404325728,4.055597298013602,-0.10974333675565498,-0.07622666026985248,-0.0659951085605372,2.636833314139277,2.0080357449313917,-0.7707091540132297,2.3665368375134745,2.138539592335585,-1.0337748674862763,-0.30874102549526516,-0.02664280594077314,0.6249093479968185,5.465171348153944,0.0627729319454868,0.6641405014660448,1.0069716339891037,-1.0019186631351416,-0.915763870232963,-0.8605483339731093,2.797481609408456,1.3444309387312432,0.19943910478909083,1.7348350095625389,1.588735629125521,3.9099886141458597,2.811506186885275,0.26721136960333325,1.0046822506641082,-0.8862874124452509,-0.6556417399645531,1.5428277569982805,0.9285858781633252
